id,condition,interval,estimate
124.0,involuntary,250,100.0
124.0,involuntary,150,200.0
124.0,involuntary,50,10.0
124.0,involuntary,50,10.0
124.0,involuntary,150,200.0
124.0,involuntary,250,400.0
124.0,voluntary,350,300.0
124.0,voluntary,50,100.0
124.0,voluntary,350,400.0
124.0,voluntary,250,300.0
124.0,voluntary,350,300.0
124.0,voluntary,350,400.0
124.0,voluntary,250,400.0
124.0,voluntary,150,200.0
124.0,voluntary,150,100.0
124.0,voluntary,150,100.0
124.0,voluntary,350,400.0
124.0,voluntary,250,300.0
124.0,voluntary,50,200.0
124.0,voluntary,250,200.0
124.0,voluntary,250,300.0
124.0,voluntary,50,100.0
124.0,voluntary,250,200.0
124.0,voluntary,350,300.0
124.0,voluntary,350,400.0
124.0,voluntary,150,100.0
124.0,voluntary,50,100.0
124.0,voluntary,350,300.0
124.0,voluntary,50,200.0
124.0,voluntary,150,300.0
124.0,voluntary,250,400.0
124.0,voluntary,150,300.0
124.0,voluntary,250,300.0
124.0,voluntary,250,400.0
124.0,voluntary,350,400.0
124.0,voluntary,150,200.0
124.0,voluntary,50,100.0
124.0,voluntary,350,300.0
124.0,voluntary,250,200.0
124.0,voluntary,50,10.0
124.0,voluntary,50,100.0
124.0,voluntary,50,100.0
124.0,voluntary,50,100.0
124.0,voluntary,150,200.0
124.0,voluntary,150,200.0
124.0,voluntary,150,200.0
124.0,involuntary,250,200.0
124.0,involuntary,50,200.0
124.0,involuntary,50,100.0
124.0,involuntary,250,300.0
124.0,involuntary,150,300.0
124.0,involuntary,250,400.0
124.0,involuntary,50,200.0
124.0,involuntary,250,300.0
124.0,involuntary,150,300.0
124.0,involuntary,350,400.0
124.0,involuntary,50,100.0
124.0,involuntary,250,200.0
124.0,involuntary,350,300.0
124.0,involuntary,50,100.0
124.0,involuntary,350,200.0
124.0,involuntary,250,300.0
124.0,involuntary,50,100.0
124.0,involuntary,350,300.0
124.0,involuntary,50,100.0
124.0,involuntary,150,200.0
124.0,involuntary,350,100.0
124.0,involuntary,350,300.0
124.0,involuntary,150,200.0
124.0,involuntary,350,400.0
124.0,involuntary,150,200.0
124.0,involuntary,250,300.0
124.0,involuntary,150,200.0
124.0,involuntary,250,200.0
124.0,involuntary,350,300.0
124.0,involuntary,50,100.0
124.0,involuntary,150,200.0
124.0,involuntary,150,200.0
124.0,involuntary,50,100.0
124.0,involuntary,350,200.0
124.0,involuntary,250,200.0
124.0,involuntary,250,20.0
124.0,involuntary,350,200.0
124.0,involuntary,50,100.0
124.0,involuntary,150,200.0
124.0,voluntary,250,300.0
124.0,voluntary,150,200.0
124.0,voluntary,250,300.0
124.0,voluntary,150,400.0
124.0,voluntary,150,300.0
124.0,voluntary,350,400.0
124.0,voluntary,350,400.0
124.0,voluntary,50,100.0
124.0,voluntary,50,100.0
124.0,voluntary,350,300.0
124.0,voluntary,150,300.0
124.0,voluntary,50,100.0
124.0,voluntary,250,200.0
124.0,voluntary,250,200.0
124.0,voluntary,150,300.0
124.0,voluntary,350,200.0
124.0,voluntary,150,200.0
124.0,voluntary,50,100.0
124.0,voluntary,350,300.0
124.0,voluntary,150,200.0
124.0,voluntary,150,300.0
124.0,voluntary,50,200.0
124.0,voluntary,350,300.0
124.0,voluntary,250,300.0
124.0,voluntary,150,200.0
124.0,voluntary,250,300.0
124.0,voluntary,50,200.0
124.0,voluntary,250,300.0
124.0,voluntary,350,300.0
124.0,voluntary,250,300.0
124.0,voluntary,150,200.0
124.0,voluntary,250,300.0
124.0,voluntary,50,200.0
124.0,voluntary,50,200.0
124.0,voluntary,350,400.0
124.0,voluntary,50,100.0
124.0,voluntary,250,300.0
124.0,voluntary,350,40.0
124.0,voluntary,50,100.0
